Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1373,89,Muk,Sludge Pokemon,Alola,1348,None,Poison,Dark,Poison Touch,May poison a target when the Pokémon makes contact.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokémon copies the Ability of a defeated ally.,NA,NA,70,Sun,Medium Fast,175,Amorphous,NA,20,1372,Level 38
1374,105,Marowak,Bone Keeper Pokemon,Alola,139,None,Ghost,Fire,Cursed Body,May disable a move used on the Pokémon.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Rock Head,Protects the Pokémon from recoil damage.,NA,NA,70,Sun,Medium Fast,149,Monster,NA,20,138,Level 28 At Night
1375,110,Weezing,Poison Gas Pokemon,Galar,144,None,Poison,Fairy,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Neutralizing Gas,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be ified or will not be triggered.",Misty Surge,Turns the ground into Misty Terrain when the Pokémon enters a battle.,NA,NA,70,Sword,Medium Fast,172,Amorphous,NA,20,143,Level 35 In Galar
1376,866,Mr. Rime,Comedian Pokemon,NA,NA,None,Ice,Psychic,Tangled Feet,Raises evasiveness if the Pokémon is confused.,Screen Cleaner,"When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are ified for both opposing and ally Pokémon.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,NA,NA,50,Sword,Medium Fast,182,Human-Like,NA,25,1377,Level 42
1377,122,Mr. Mime,Dancing Pokemon,Galar,218,None,Ice,Psychic,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Screen Cleaner,"When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are ified for both opposing and ally Pokémon.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,NA,NA,70,Sword,Medium Fast,0,Human-Like,NA,25,637,Knowing Mimic In Galar
1378,870,Falinks,Formation Pokemon,NA,NA,None,Fighting,None,Battle Armor,Hard armor protects the Pokémon from critical hits.,NA,NA,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,50,Sword,Medium Fast,165,Fairy,Mineral,25,NA,NA
1379,115,Kangaskhan,Parent Pokemon,Mega,211,None,Normal,None,Parental Bond,Parent and child each attacks.,NA,NA,NA,NA,NA,NA,70,X,Medium Fast,207,Monster,NA,20,NA,NA
1380,127,Pinsir,Stag Beetle Pokemon,Mega,223,None,Bug,Flying,Aerilate,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.,NA,NA,NA,NA,NA,NA,70,X,Slow,210,Bug,NA,25,NA,NA
1381,130,Gyarados,Atrocious Pokemon,Mega,226,None,Water,Dark,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,NA,NA,NA,NA,70,X,Slow,224,Water 2,Dragon,5,NA,NA
1382,142,Aerodactyl,Fossil Pokemon,Mega,237,None,Rock,Flying,Tough Claws,Powers up moves that make direct contact.,NA,NA,NA,NA,NA,NA,70,X,Slow,215,Flying,NA,35,NA,NA
1383,208,Steelix,Iron Snake Pokemon,Mega,332,None,Steel,Ground,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,NA,NA,NA,NA,70,Omega Ruby,Medium Fast,214,Mineral,NA,25,NA,NA
1384,212,Scizor,Pincer Pokemon,Mega,336,None,Bug,Steel,Technician,Powers up the Pokémon's weaker moves.,NA,NA,NA,NA,NA,NA,70,X,Medium Fast,210,Bug,NA,25,NA,NA
1385,144,Articuno,Cruel Pokemon,Galar,239,Sub-Legendary,Psychic,Flying,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,NA,NA,NA,NA,NA,NA,35,Sword,Slow,290,Undiscovered,NA,80,NA,NA
1386,145,Zapdos,Strong Legs Pokemon,Galar,240,Sub-Legendary,Fighting,Flying,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,NA,NA,NA,NA,35,Sword,Slow,290,Undiscovered,NA,80,NA,NA
1387,146,Moltres,Malevolent Pokemon,Galar,241,Sub-Legendary,Dark,Flying,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,NA,NA,NA,NA,NA,NA,35,Sword,Slow,290,Undiscovered,NA,80,NA,NA
1388,199,Slowking,Royal Pokemon,Galar,299,None,Poison,Psychic,Curious Medicine,"When the Pokémon is brought into battle, any stat alterations of allies are removed.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,50,Sword,Medium Fast,172,Monster,Water 1,20,1366,Galarica Wreath
1389,222,Corsola,Coral Pokemon,Galar,346,None,Ghost,None,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,Cursed Body,May disable a move used on the Pokémon.,NA,NA,70,Sword,Fast,144,Water 1,Water 3,20,NA,NA
1390,864,Cursola,Coral Pokemon,NA,NA,None,Ghost,None,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,Perish Body,"When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.",NA,NA,50,Sword,Fast,179,Water 1,Water 3,20,1389,Level 38
1391,386,Deoxys,DNA Pokemon,Attack,514,Mythical,Psychic,None,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,NA,NA,NA,NA,0,Fire Red,Slow,270,Undiscovered,NA,120,NA,NA
1392,386,Deoxys,DNA Pokemon,Defense,514,Mythical,Psychic,None,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,NA,NA,NA,NA,0,Leaf Green,Slow,270,Undiscovered,NA,120,NA,NA
1393,386,Deoxys,DNA Pokemon,Speed,514,Mythical,Psychic,None,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,NA,NA,NA,NA,0,Emerald,Slow,270,Undiscovered,NA,120,NA,NA
1394,181,Ampharos,Light Pokemon,Mega,280,None,Electric,Dragon,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,NA,NA,NA,NA,70,X,Medium Slow,275,Monster,Field,20,NA,NA
1395,214,Heracross,Abundance Pokemon,Mega,338,None,Bug,Fighting,Skill Link,Maximizes the number of times multistrike moves hit.,NA,NA,NA,NA,NA,NA,70,X,Slow,210,Bug,NA,25,NA,NA
1396,229,Houndoom,Dark Pokemon,Mega,353,None,Dark,Fire,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",NA,NA,NA,NA,NA,NA,35,X,Slow,210,Field,NA,20,NA,NA
1397,248,Tyranitar,Armor Bird Pokemon,Mega,372,None,Rock,Dark,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,NA,NA,NA,NA,NA,NA,35,X,Slow,315,Monster,NA,40,NA,NA
1398,865,Sirfetch'd,Wild Duck Pokemon,NA,NA,None,Fighting,None,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NA,NA,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,NA,NA,50,Sword,Medium Fast,177,Flying,Field,20,1369,Land Three Critical Hits In One Battle
1399,381,Latios,Eon Pokemon,Mega,509,None,Dragon,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,90,Omega Ruby,Slow,270,Undiscovered,NA,120,NA,NA
1400,380,Latias,Eon Pokemon,Mega,508,None,Dragon,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,90,Omega Ruby,Slow,270,Undiscovered,NA,120,NA,NA
1401,487,Giratina,Renegade Pokemon,Origin,737,Legendary,Ghost,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,0,Platinum,Slow,306,Undiscovered,NA,120,NA,NA
1402,745,Lycanroc,Wolf Pokemon,Midnight,1271,None,Rock,None,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,NA,NA,70,Sun,Medium Fast,170,Field,NA,15,1270,Level 25 During The Night
1403,745,Lycanroc,Wolf Pokemon,Dusk,1271,None,Rock,None,Tough Claws,Powers up moves that make direct contact.,NA,NA,NA,NA,NA,NA,70,Ultra Sun,Medium Fast,170,Field,NA,15,1270,Level 25 With Own Tempo Between 5-6pm
1404,800,Necrozma,Prism Pokemon,Dusk Mane,1331,Legendary,Psychic,Steel,Prism Armor,Reduces the power of supereffective attacks taken.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,306,Undiscovered,NA,120,NA,NA
1405,800,Necrozma,Prism Pokemon,Dawn Wings,1331,Legendary,Psychic,Ghost,Prism Armor,Reduces the power of supereffective attacks taken.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,306,Undiscovered,NA,120,NA,NA
1406,800,Necrozma,Prism Pokemon,Ultra,1331,Legendary,Psychic,Dragon,Neuroforce,Powers up moves that are super effective.,NA,NA,NA,NA,NA,NA,0,Ultra Sun,Slow,339,Undiscovered,NA,120,NA,NA
1407,492,Shaymin,Gratitude Pokemon,Sky,740,Mythical,Grass,Flying,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NA,NA,NA,NA,NA,NA,100,Platinum,Medium Slow,270,Undiscovered,NA,120,NA,NA
1408,479,Rotom,Plasma Pokemon,Heat,729,None,Electric,Fire,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Platinum,Medium Fast,182,Amorphous,NA,20,NA,NA
1409,479,Rotom,Plasma Pokemon,Wash,729,None,Electric,Water,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Platinum,Medium Fast,182,Amorphous,NA,20,NA,NA
1410,479,Rotom,Plasma Pokemon,Frost,729,None,Electric,Ice,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Platinum,Medium Fast,182,Amorphous,NA,20,NA,NA
1411,479,Rotom,Plasma Pokemon,Fan,729,None,Electric,Flying,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Platinum,Medium Fast,182,Amorphous,NA,20,NA,NA
1412,874,Stonjourner,Big Rock Pokemon,NA,NA,None,Rock,None,Power Spot,Just being next to the Pokémon powers up moves.,NA,NA,NA,NA,NA,NA,50,Sword,Slow,165,Mineral,NA,25,NA,NA
1413,479,Rotom,Plasma Pokemon,Mow,729,None,Electric,Grass,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Platinum,Medium Fast,182,Amorphous,NA,20,NA,NA
1414,550,Basculin,Hostile Pokemon,Blue-Striped,885,None,Water,None,Rock Head,Protects the Pokémon from recoil damage.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,161,Water 2,NA,40,NA,NA
1415,641,Tornadus,Cyclone Pokemon,Therian,1017,Sub-Legendary,Flying,None,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,NA,NA,NA,NA,90,Black 2,Slow,261,Undiscovered,NA,120,NA,NA
1416,642,Thundurus,Bolt Strike Pokemon,Therian,1018,Sub-Legendary,Electric,Flying,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NA,NA,NA,NA,NA,NA,90,Black 2,Slow,261,Undiscovered,NA,120,NA,NA
1417,645,Landorus,Abundance Pokemon,Therian,1021,Sub-Legendary,Ground,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,NA,NA,NA,NA,90,Black 2,Slow,270,Undiscovered,NA,120,NA,NA
1418,880,Dracozolt,Fossil Pokemon,NA,NA,None,Electric,Dragon,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,NA,NA,50,Sword,Slow,177,Undiscovered,NA,35,NA,NA
1419,882,Dracovish,Fossil Pokemon,NA,NA,None,Water,Dragon,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,NA,NA,50,Sword,Slow,177,Undiscovered,NA,35,NA,NA
1420,881,Arctozolt,Fossil Pokemon,NA,NA,None,Electric,Ice,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,NA,NA,50,Sword,Slow,177,Undiscovered,NA,35,NA,NA
1421,646,Kyurem,Boundary Pokemon,White,1022,Legendary,Dragon,Ice,Turboblaze,Moves can be used on the target regardless of its Abilities.,NA,NA,NA,NA,NA,NA,0,Black 2,Slow,315,Undiscovered,NA,120,NA,NA
1422,883,Arctovish,Fossil Pokemon,NA,NA,None,Water,Ice,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Ice Body,The Pokémon gradually regains HP in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,NA,NA,50,Sword,Slow,177,Undiscovered,NA,35,NA,NA
1423,646,Kyurem,Boundary Pokemon,Black,1022,Legendary,Dragon,Ice,Teravolt,Moves can be used on the target regardless of its Abilities.,NA,NA,NA,NA,NA,NA,0,Black 2,Slow,315,Undiscovered,NA,120,NA,NA
1424,884,Duraludon,Alloy Pokemon,NA,NA,None,Steel,Dragon,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,NA,NA,50,Sword,Medium Fast,187,Mineral,Dragon,30,NA,NA
1425,871,Pincurchin,Sea Urchin Pokemon,NA,NA,None,Electric,None,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",NA,NA,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,NA,NA,50,Sword,Medium Fast,152,Water 1,Amorphous,20,NA,NA
1426,877,Morpeko,Two-Sided Pokemon,NA,NA,None,Electric,Dark,Hunger Switch,"The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",NA,NA,NA,NA,NA,NA,50,Sword,Medium Fast,153,Field,Fairy,10,NA,NA
1427,658,Greninja,Ninja Pokemon,Ash,1074,None,Water,Dark,Battle Bond,"Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.",NA,NA,NA,NA,NA,NA,70,Sun,Medium Slow,288,Water 1,NA,20,NA,NA
1428,254,Sceptile,Forest Pokemon,Mega,382,None,Grass,Dragon,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",NA,NA,NA,NA,NA,NA,70,Omega Ruby,Medium Slow,284,Monster,Dragon,20,NA,NA
1429,257,Blaziken,Blaze Pokemon,Mega,385,None,Fire,Fighting,Speed Boost,Its Speed stat is boosted every turn.,NA,NA,NA,NA,NA,NA,70,X,Medium Slow,284,Field,NA,20,NA,NA
1430,260,Swampert,Mud Fish Pokemon,Mega,388,None,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,NA,NA,NA,NA,70,Omega Ruby,Medium Slow,286,Monster,Water 1,20,NA,NA
1431,384,Rayquaza,Sky High Pokemon,Mega,512,Legendary,Dragon,Flying,Delta Stream,The Pokémon changes the weather to eliminate all of the Flying type's weaknesses.,NA,NA,NA,NA,NA,NA,0,Omega Ruby,Slow,351,Undiscovered,NA,120,NA,NA
1432,382,Kyogre,Sea Basin Pokemon,Primal,510,Legendary,Water,None,Primordial Sea,The Pokémon changes the weather to ify Fire-type attacks.,NA,NA,NA,NA,NA,NA,0,Omega Ruby,Slow,347,Undiscovered,NA,120,NA,NA
1433,383,Groudon,Continent Pokemon,Primal,511,Legendary,Ground,Fire,Desolate Land,The Pokémon changes the weather to ify Water-type attacks.,NA,NA,NA,NA,NA,NA,0,Omega Ruby,Slow,347,Undiscovered,NA,120,NA,NA
1434,306,Aggron,Iron Armor Pokemon,Mega,434,None,Steel,None,Filter,Reduces the power of supereffective attacks taken.,NA,NA,NA,NA,NA,NA,35,X,Slow,284,Monster,NA,35,NA,NA
1435,282,Gardevoir,Embrace Pokemon,Mega,410,None,Psychic,Fairy,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,NA,NA,NA,NA,NA,NA,35,X,Slow,278,Amorphous,NA,20,NA,NA
1436,475,Gallade,Blade Pokemon,Mega,720,None,Psychic,Fighting,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,NA,NA,NA,NA,35,Omega Ruby,Slow,278,Amorphous,NA,20,NA,NA
1437,310,Manectric,Discharge Pokemon,Mega,438,None,Electric,None,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,NA,NA,NA,NA,70,X,Slow,201,Field,NA,20,NA,NA
1438,445,Garchomp,Mach Pokemon,Mega,643,None,Dragon,Ground,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,NA,NA,NA,NA,70,X,Slow,315,Monster,Dragon,40,NA,NA
1439,810,Grookey,Chimp Pokemon,NA,NA,None,Grass,None,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NA,NA,50,Sword,Medium Slow,62,Field,Grass,20,NA,NA
1440,811,Thwackey,Beat Pokemon,NA,NA,None,Grass,None,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NA,NA,50,Sword,Medium Slow,147,Field,Grass,20,1439,Level 16
1441,812,Rillaboom,Drummer Pokemon,NA,NA,None,Grass,None,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NA,NA,50,Sword,Medium Slow,265,Field,Grass,20,1440,Level 35
1442,813,Scorbunny,Rabbit Pokemon,NA,NA,None,Fire,None,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NA,NA,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NA,NA,50,Sword,Medium Slow,62,Field,Human-Like,20,NA,NA
1443,814,Raboot,Rabbit Pokemon,NA,NA,None,Fire,None,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NA,NA,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NA,NA,50,Sword,Medium Slow,147,Field,Human-Like,20,1442,Level 16
1444,815,Cinderace,Striker Pokemon,NA,NA,None,Fire,None,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NA,NA,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NA,NA,50,Sword,Medium Slow,265,Field,Human-Like,20,1443,Level 35
1445,816,Sobble,Water Lizard Pokemon,NA,NA,None,Water,None,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Sniper,Powers up moves if they become critical hits when attacking.,NA,NA,50,Sword,Medium Slow,62,Water 1,Field,20,NA,NA
1446,817,Drizzile,Water Lizard Pokemon,NA,NA,None,Water,None,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Sniper,Powers up moves if they become critical hits when attacking.,NA,NA,50,Sword,Medium Slow,147,Water 1,Field,20,1445,Level 16
1447,818,Inteleon,Secret Agent Pokemon,NA,NA,None,Water,None,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Sniper,Powers up moves if they become critical hits when attacking.,NA,NA,50,Sword,Medium Slow,265,Water 1,Field,20,1446,Level 35
1448,888,Zacian,Warrior Pokemon,NA,NA,Legendary,Fairy,None,Intrepid Sword,Boosts the Pokémon's Attack stat when the Pokémon enters a battle.,NA,NA,NA,NA,NA,NA,0,Sword,Slow,335,Undiscovered,NA,120,NA,NA
1449,888,Zacian,Warrior Pokemon,Crowned,1448,Legendary,Fairy,Steel,Intrepid Sword,Boosts the Pokémon's Attack stat when the Pokémon enters a battle.,NA,NA,NA,NA,NA,NA,0,Sword,Slow,360,Undiscovered,NA,120,NA,NA
1450,889,Zamazenta,Warrior Pokemon,NA,NA,Legendary,Fighting,None,Dauntless Shield,Boosts the Pokémon's Defense stat when the Pokémon enters a battle.,NA,NA,NA,NA,NA,NA,0,Sword,Slow,335,Undiscovered,NA,120,NA,NA
